species_normalized,scientific_name_gbif,species_key,accepted_taxon_key,latitude,longitude,distance_km,dataset_key,dataset_name,publisher,gbif_id
mussaenda erythrophylla,Mussaenda erythrophylla,2892634.0,2892634,18.554031,73.790458,7.921848304541266,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,5938147585
cullen corylifolium,Cullen corylifolium,2948930.0,2948930,18.481384,73.811531,6.442650815469846,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,5938436310
mangifera indica,Mangifera indica,3190638.0,3190638,18.545303,73.784448,8.105130854278887,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,5938486155
amaranthus spinosus,Amaranthus spinosus,5384401.0,5384401,18.48147,73.811333,6.451680593912348,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,5938628126
ipomoea triloba,Ipomoea triloba,2928547.0,2928547,18.481304,73.811554,6.44685402215644,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,5938695179
peltophorum pterocarpum,Peltophorum pterocarpum,2952775.0,2952775,18.491797,73.813492,5.5563908794591566,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6129908104
foeniculum vulgare,Foeniculum vulgare,3034922.0,3034922,18.525003,73.82414,3.4709070712963768,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6129913832
ipomoea aquatica,Ipomoea aquatica,2928525.0,2928525,18.530073,73.817494,4.271266228786539,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6129983503
ipomoea carnea,Ipomoea carnea,2928590.0,3682029,18.532022,73.816268,4.454438271409289,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6129987965
eleusine indica,Eleusine indica,2705953.0,2705953,18.483832,73.825676,5.218806084140524,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6129997373
thunbergia fragrans,Thunbergia fragrans,5415458.0,5415458,18.544623,73.785759,7.949447532515832,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6130268919
tridax procumbens,Tridax procumbens,3149462.0,3149462,18.554607,73.787065,8.268181210721952,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6130308146
ficus hispida,Ficus hispida,7879404.0,7879404,18.496613,73.828172,4.00557876420171,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6130420252
cocos nucifera,Cocos nucifera,2735117.0,2735117,18.567553,73.826177,6.15183917048378,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6130431321
thunbergia erecta,Thunbergia erecta,5415461.0,5415461,18.512319,73.782092,7.917734918648372,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6130473152
achyranthes aspera,Achyranthes aspera,3085168.0,3085168,18.563289,73.794732,8.08839047449541,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6130528491
rungia elegans,Rungia elegans,3780489.0,3780489,18.527992,73.816017,4.371655801213105,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6130592514
gliricidia sepium,Gliricidia sepium,8082978.0,8082978,18.524448,73.831565,2.688065583046758,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6130652703
woodfordia fruticosa,Woodfordia fruticosa,5635525.0,5635525,18.528219,73.816425,4.334446057361226,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6130757980
phoenix sylvestris,Phoenix sylvestris,5293177.0,5293177,18.567601,73.824268,6.263927162521233,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6130784949
catharanthus roseus,Catharanthus roseus,3169830.0,3169830,18.522379,73.829853,2.83917418681814,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6130864795
dichrostachys cinerea,Dichrostachys cinerea,2975891.0,2975891,18.555388,73.788681,8.158329514343189,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6130898267
bougainvillea spectabilis,Bougainvillea spectabilis,7167078.0,7167078,18.492513,73.814095,5.458750550605367,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6130924663
nymphoides hydrophylla,Nymphoides hydrophylla,5592249.0,5592249,18.530063,73.817572,4.263027666527978,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6130966752
syzygium cumini,Syzygium cumini,3183840.0,3183840,18.56739,73.824247,6.24549506995473,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6131061183
broussonetia papyrifera,Broussonetia papyrifera,5361944.0,5361944,18.556854,73.78892,8.215359751153027,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6131119438
chromolaena odorata,Chromolaena odorata,3087725.0,3087725,18.55518,73.788341,8.17889605634213,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6131153819
pterospermum acerifolium,Pterospermum acerifolium,3669210.0,3669210,18.551555,73.785476,8.269525588923406,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6131182033
polyalthia longifolia,Polyalthia longifolia,3156422.0,3156422,18.568168,73.82578,6.2320116773263265,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6131189641
solanum lycopersicum,Solanum lycopersicum,2930137.0,2930137,18.565486,73.795858,8.140910956823287,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6131242890
argemone mexicana,Argemone mexicana,2888485.0,2888485,18.565617,73.79591,8.145573782838644,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6131268712
asclepias curassavica,Asclepias curassavica,3170241.0,3170241,18.564322,73.795436,8.097307482495362,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6131290972
cocos nucifera,Cocos nucifera,2735117.0,2735117,18.566528,73.825241,6.108008272499607,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6131317641
calotropis gigantea,Calotropis gigantea,3579089.0,3579089,18.557673,73.789735,8.186447820841735,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6131385506
samanea saman,Samanea saman,2972960.0,2972960,18.514242,73.838478,2.039668035328577,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6131403571
mangifera indica,Mangifera indica,3190638.0,3190638,18.567454,73.827478,6.071734662259856,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6131483835
celosia argentea,Celosia argentea,3085191.0,3085191,18.527992,73.816017,4.371655801213105,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6131700127
solanum torvum,Solanum torvum,2932389.0,2932389,18.48192,73.812141,6.354957445620521,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133133586
crotalaria pallida,Crotalaria pallida,8260433.0,8260433,18.481342,73.811417,6.4546848668005365,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133167604
tabebuia rosea,Tabebuia rosea,3172537.0,3172537,18.459872,73.856425,6.730478294179315,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133183446
alternanthera bettzickiana,Alternanthera bettzickiana,8189919.0,8189919,18.483422,73.825764,5.248634865522525,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133276697
mangifera indica,Mangifera indica,3190638.0,3190638,18.459762,73.857222,6.742871977693079,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133395836
cosmos sulphureus,Cosmos sulphureus,3098951.0,3098951,18.48793,73.800787,6.913498409702522,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133397521
spathodea campanulata,Spathodea campanulata,3172574.0,3172574,18.460062,73.857317,6.709604242465484,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133418317
kigelia africana,Kigelia africana,3172561.0,3172561,18.49603,73.831307,3.809507304887128,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133446217
ficus racemosa,Ficus racemosa,5361904.0,5361904,18.565667,73.795373,8.19360189615099,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133502506
senna auriculata,Senna auriculata,2956966.0,2956966,18.498498,73.788417,7.600706256105007,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133515327
sterculia foetida,Sterculia foetida,5406675.0,5406675,18.458361,73.854403,6.902683119291665,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133550567
mangifera indica,Mangifera indica,3190638.0,3190638,18.524609,73.878624,2.358462256844788,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133552047
ipomoea cairica,Ipomoea cairica,2928531.0,2928531,18.555094,73.781021,8.862236105897377,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133586502
abutilon indicum,Abutilon indicum,3152634.0,3152634,18.487769,73.824969,4.935637268212666,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147533989
calotropis procera,Calotropis procera,5414566.0,5414566,18.55347,73.789894,7.94526342547413,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147548440
mesosphaerum suaveolens,Mesosphaerum suaveolens,3889017.0,3889017,18.516222,73.824022,3.476670605995508,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147628748
gliricidia sepium,Gliricidia sepium,8082978.0,8082978,18.51635,73.824228,3.453260250550695,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147682337
morinda coreia,Morinda coreia,5339862.0,5339862,18.514559,73.797022,6.325769401540263,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159318556
boswellia serrata,Boswellia serrata,5421354.0,5421354,18.516775,73.823253,3.5495283023970843,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159323204
cullen corylifolium,Cullen corylifolium,2948930.0,2948930,18.481843,73.810617,6.480342888957777,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159416925
broussonetia papyrifera,Broussonetia papyrifera,5361944.0,5361944,18.564897,73.822907,6.096961143536482,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6179192979
eclipta prostrata,Eclipta prostrata,5384950.0,5384950,18.564672,73.794964,8.160465400095772,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6185812314
mangifera indica,Mangifera indica,3190638.0,3190638,18.474331,73.815344,6.727550447335761,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6188669488
cardiospermum halicacabum,Cardiospermum halicacabum,3189939.0,3189939,18.56362,73.794353,8.142360120110038,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6195676434
chromolaena odorata,Chromolaena odorata,3087725.0,3087725,18.562477,73.794195,8.081590531718081,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234554494
lannea coromandelica,Lannea coromandelica,3661151.0,3661151,18.530621,73.818188,4.216502218042899,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6234727391
nicotiana plumbaginifolia,Nicotiana plumbaginifolia,2928768.0,2928768,18.56479,73.794815,8.180906855879249,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6235878858
sabdariffa kostel.,Sabdariffa Kostel.,,3152542,18.513407,73.790722,6.9999451520335665,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6352952777
sabdariffa kostel.,Sabdariffa Kostel.,,3152542,18.511694,73.800922,5.960319739712095,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6352969912
pterospermum acerifolium,Pterospermum acerifolium,3669210.0,3669210,18.513675,73.855545,0.757638419904288,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6499988546
pontederia crassipes,Pontederia crassipes,2765942.0,2765942,18.534397,73.785292,7.687884169113,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6518842935
heterophragma quadriloculare,Heterophragma quadriloculare,4091635.0,4091635,18.494817,73.795655,7.037420900854485,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133064552
senna auriculata,Senna auriculata,2956966.0,2956966,18.492763,73.798125,6.898714477753161,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133086858
senna auriculata,Senna auriculata,2956966.0,2956966,18.491778,73.800553,6.721651465382156,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133121607
mesosphaerum suaveolens,Mesosphaerum suaveolens,3889017.0,3889017,18.49255,73.798737,6.8516745995850385,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133174838
leonotis nepetifolia,Leonotis nepetifolia,4924659.0,4924659,18.4921,73.800042,6.752394013514389,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133258901
butea monosperma,Butea monosperma,8234570.0,8234570,18.495213,73.794727,7.109564282673181,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133338030
cochlospermum religiosum,Cochlospermum religiosum,2874867.0,2874867,18.46371,73.807038,8.195282460150688,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133339739
capparis grandis,Capparis grandis,7552967.0,7552967,18.530432,73.816955,4.336379831683544,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133427241
vachellia leucophloea,Vachellia leucophloea,7769517.0,7769517,18.493742,73.796813,6.975879075532621,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133438776
phoenix sylvestris,Phoenix sylvestris,5293177.0,5293177,18.492963,73.797822,6.9174936191406475,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6133486146
azadirachta indica,Azadirachta indica,3190474.0,3190474,18.494753,73.795715,7.034517771877232,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147298030
couroupita guianensis,Couroupita guianensis,3082562.0,3082562,18.565415,73.821858,6.208572831623742,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147319346
butea monosperma,Butea monosperma,8234570.0,8234570,18.498687,73.797037,6.738435646882851,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147352328
colocasia esculenta,Colocasia esculenta,5330776.0,5330776,18.536214,73.788196,7.4334579602730875,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147357038
calotropis gigantea,Calotropis gigantea,3579089.0,3579089,18.557818,73.789431,8.222246673433931,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147363499
ricinus communis,Ricinus communis,5380041.0,5380041,18.536654,73.788808,7.38259719572481,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147393176
samanea saman,Samanea saman,2972960.0,2972960,18.565438,73.823081,6.135262179024744,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147396179
azadirachta indica,Azadirachta indica,3190474.0,3190474,18.494759,73.795726,7.033186900554463,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147441314
carissa carandas,Carissa carandas,5414419.0,5414419,18.494797,73.795708,7.033209896983983,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147477211
heterophragma quadriloculare,Heterophragma quadriloculare,4091635.0,4091635,18.494858,73.795598,7.041077822426519,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147521217
senna auriculata,Senna auriculata,2956966.0,2956966,18.495148,73.793104,7.269964504027556,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147526154
broussonetia papyrifera,Broussonetia papyrifera,5361944.0,5361944,18.565872,73.823044,6.176954144821539,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147537653
gliricidia sepium,Gliricidia sepium,8082978.0,8082978,18.494709,73.796263,6.983735681124264,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147540792
blumea eriantha,Blumea eriantha,5395738.0,5395738,18.562684,73.794433,8.074523357604566,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147541751
vachellia farnesiana,Vachellia farnesiana,2979265.0,2979265,18.492422,73.801078,6.639077757710356,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147554511
senna auriculata,Senna auriculata,2956966.0,2956966,18.493413,73.797342,6.941168470299198,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147579567
urena lobata,Urena lobata,3152253.0,3152253,18.4941,73.80165,6.4997721935256605,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147584254
azadirachta indica,Azadirachta indica,3190474.0,3190474,18.565609,73.822913,6.16101411112601,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147585732
ipomoea cairica,Ipomoea cairica,2928531.0,2928531,18.535608,73.788533,7.38322870772355,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147598743
gliricidia sepium,Gliricidia sepium,8082978.0,8082978,18.535841,73.788332,7.4098144134245825,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6147711454
gliricidia sepium,Gliricidia sepium,8082978.0,8082978,18.52549,73.815385,4.392653595370013,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159136683
mangifera indica,Mangifera indica,3190638.0,3190638,18.565257,73.822833,6.13402668178909,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159175059
tabebuia rosea,Tabebuia rosea,3172537.0,3172537,18.486495,73.802674,6.831378750605977,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159202898
mirabilis jalapa,Mirabilis jalapa,3086240.0,3086240,18.53114,73.843819,1.8084764845320602,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159210247
muntingia calabura,Muntingia calabura,3152036.0,3152036,18.527334,73.82976,2.943185697049505,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159223719
mesosphaerum suaveolens,Mesosphaerum suaveolens,3889017.0,3889017,18.536461,73.806801,5.5557852687222615,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159255147
polyalthia longifolia,Polyalthia longifolia,3156422.0,3156422,18.531387,73.913753,6.138077101672456,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159281317
butea monosperma,Butea monosperma,8234570.0,8234570,18.494408,73.793804,7.234428730216437,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159321147
calotropis procera,Calotropis procera,5414566.0,5414566,18.562506,73.7944,8.065849560893126,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159349955
terminalia arjuna,Terminalia arjuna,3699548.0,3699548,18.547571,73.778522,8.778448083106673,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159353461
acmella radicans,Acmella radicans,5386729.0,5386729,18.483787,73.825615,5.226737423833456,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159414283
gliricidia sepium,Gliricidia sepium,8082978.0,8082978,18.480869,73.908946,7.047960847199568,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159449506
woodfordia fruticosa,Woodfordia fruticosa,5635525.0,5635525,18.509714,73.763556,9.892690174881968,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159487937
calotropis gigantea,Calotropis gigantea,3579089.0,3579089,18.527212,73.823017,3.6312225602362767,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159493051
azadirachta indica,Azadirachta indica,3190474.0,3190474,18.564835,73.822762,6.100320922687011,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159533249
verbascum coromandelianum,Verbascum coromandelianum,7333197.0,7333197,18.537848,73.797974,6.488395209948046,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159533652
millingtonia hortensis,Millingtonia hortensis,7629955.0,7629955,18.563127,73.827995,5.632941098534995,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,6159543566
