row_id,country,province,disturbance,forest_condition,comp_removal,shading,soil_prep,water_reg,fertilisation,protection,planting_density,planting_sp_no,species_full,genus,species,family,survival_per,lat_dec,lon_dec,w_meanWD,treatment,planting_density_missing,target_horizon_months,split_group_id,split_set
725,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,78.75,-2.184444444,113.5408333,0.69,0,0,12.0,GLL2013RFWA_DegF,train
726,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,98.75,-2.184444444,113.5408333,0.69,0,0,5.0,GLL2013RFWA_DegF,train
727,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,45.83333333,-2.184444444,113.5408333,0.33,0,0,7.0,GLL2013RFWA_DegF,train
728,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,73.68421053,-2.184444444,113.5408333,0.33,0,0,4.0,GLL2013RFWA_DegF,train
729,Indonesia,Central Kalimantan,F,open_degraded,1,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,41.66666667,-2.184444444,113.5408333,0.33,1,0,7.0,GLL2013RFWA_DegF,train
730,Indonesia,Central Kalimantan,F,open_degraded,1,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,88.23529412,-2.184444444,113.5408333,0.33,1,0,4.0,GLL2013RFWA_DegF,train
731,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,30.43478261,-2.184444444,113.5408333,0.33,1,0,7.0,GLL2013RFWA_DegF,train
732,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,93.33333333,-2.184444444,113.5408333,0.33,1,0,4.0,GLL2013RFWA_DegF,train
733,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,41.66666667,-2.184444444,113.5408333,0.33,0,0,7.0,GLL2013RFWA_DegF,train
734,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,88.23529412,-2.184444444,113.5408333,0.33,0,0,4.0,GLL2013RFWA_DegF,train
735,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,92.5,-2.184444444,113.5408333,0.69,1,0,12.0,GLL2013RFWA_DegF,train
736,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,100.0,-2.184444444,113.5408333,0.69,1,0,5.0,GLL2013RFWA_DegF,train
737,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,54.16666667,-2.184444444,113.5408333,0.69,0,0,7.0,GLL2013RFWA_DegF,train
738,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,100.0,-2.184444444,113.5408333,0.69,0,0,4.0,GLL2013RFWA_DegF,train
739,Indonesia,Central Kalimantan,F,open_degraded,1,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,69.56521739,-2.184444444,113.5408333,0.69,1,0,7.0,GLL2013RFWA_DegF,train
740,Indonesia,Central Kalimantan,F,open_degraded,1,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,87.5,-2.184444444,113.5408333,0.69,1,0,4.0,GLL2013RFWA_DegF,train
741,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,62.5,-2.184444444,113.5408333,0.69,1,0,7.0,GLL2013RFWA_DegF,train
742,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,93.33333333,-2.184444444,113.5408333,0.69,1,0,4.0,GLL2013RFWA_DegF,train
743,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,70.83333333,-2.184444444,113.5408333,0.69,0,0,7.0,GLL2013RFWA_DegF,train
744,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,82.35294118,-2.184444444,113.5408333,0.69,0,0,4.0,GLL2013RFWA_DegF,train
745,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,61.9047619,-2.184444444,113.5408333,0.61,0,0,7.0,GLL2013RFWA_DegF,train
746,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,94.44444444,-2.184444444,113.5408333,0.61,0,0,4.0,GLL2013RFWA_DegF,train
747,Indonesia,Central Kalimantan,F,open_degraded,1,0,0,0,0,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,85.71428571,-2.184444444,113.5408333,0.61,1,0,7.0,GLL2013RFWA_DegF,train
748,Indonesia,Central Kalimantan,F,open_degraded,1,0,0,0,0,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,100.0,-2.184444444,113.5408333,0.61,1,0,4.0,GLL2013RFWA_DegF,train
749,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,76.19047619,-2.184444444,113.5408333,0.61,1,0,7.0,GLL2013RFWA_DegF,train
750,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,92.85714286,-2.184444444,113.5408333,0.61,1,0,4.0,GLL2013RFWA_DegF,train
751,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,100.0,-2.184444444,113.5408333,0.61,0,0,7.0,GLL2013RFWA_DegF,train
752,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,100.0,-2.184444444,113.5408333,0.61,0,0,5.0,GLL2013RFWA_DegF,train
753,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,85.71428571,-2.184444444,113.5408333,0.33,0,0,11.0,GLL2013RFWA_DegF,train
754,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,85.71428571,-2.184444444,113.5408333,0.33,0,0,5.0,GLL2013RFWA_DegF,train
755,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,90.0,-2.184444444,113.5408333,0.33,1,0,11.0,GLL2013RFWA_DegF,train
756,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,90.0,-2.184444444,113.5408333,0.33,1,0,5.0,GLL2013RFWA_DegF,train
757,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,92.5,-2.184444444,113.5408333,0.33,1,0,11.0,GLL2013RFWA_DegF,train
758,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,92.5,-2.184444444,113.5408333,0.33,1,0,5.0,GLL2013RFWA_DegF,train
759,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,93.75,-2.184444444,113.5408333,0.69,0,0,12.0,GLL2013RFWA_FE,train
760,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,1,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,100.0,-2.184444444,113.5408333,0.69,1,0,7.0,GLL2013RFWA_FE,train
761,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,1,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,100.0,-2.184444444,113.5408333,0.69,1,0,5.0,GLL2013RFWA_FE,train
762,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,95.83333333,-2.184444444,113.5408333,0.69,0,0,5.0,GLL2013RFWA_FE,train
763,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,0,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,90.47619048,-2.184444444,113.5408333,0.61,0,0,7.0,GLL2013RFWA_FE,train
764,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,0,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,95.23809524,-2.184444444,113.5408333,0.61,0,0,5.0,GLL2013RFWA_FE,train
765,Indonesia,Central Kalimantan,F,forest_enrichment,1,0,0,0,0,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,57.14285714,-2.184444444,113.5408333,0.61,1,0,7.0,GLL2013RFWA_FE,train
766,Indonesia,Central Kalimantan,F,forest_enrichment,1,0,0,0,0,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,61.9047619,-2.184444444,113.5408333,0.61,1,0,5.0,GLL2013RFWA_FE,train
767,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,1,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,80.95238095,-2.184444444,113.5408333,0.61,1,0,7.0,GLL2013RFWA_FE,train
768,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,1,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,85.71428571,-2.184444444,113.5408333,0.61,1,0,5.0,GLL2013RFWA_FE,train
769,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,0,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,14.28571429,-2.184444444,113.5408333,0.61,0,0,7.0,GLL2013RFWA_FE,train
770,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,0,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,23.80952381,-2.184444444,113.5408333,0.61,0,0,5.0,GLL2013RFWA_FE,train
771,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,91.66666667,-2.184444444,113.5408333,0.33,0,0,5.0,GLL2013RFWA_FE,train
772,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,95.83333333,-2.184444444,113.5408333,0.69,0,0,7.0,GLL2013RFWA_FE,train
773,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,1,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,92.5,-2.184444444,113.5408333,0.69,1,0,12.0,GLL2013RFWA_FE,train
774,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,92.0,-2.184444444,113.5408333,0.33,0,0,11.0,GLL2013RFWA_FE,train
775,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,92.0,-2.184444444,113.5408333,0.33,0,0,5.0,GLL2013RFWA_FE,train
776,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,1,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,100.0,-2.184444444,113.5408333,0.33,1,0,11.0,GLL2013RFWA_FE,train
777,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,1,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,90.0,-2.184444444,113.5408333,0.33,1,0,11.0,GLL2013RFWA_FE,train
778,Indonesia,Central Kalimantan,F,forest_enrichment,1,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,87.5,-2.184444444,113.5408333,0.33,1,0,7.0,GLL2013RFWA_FE,train
779,Indonesia,Central Kalimantan,F,forest_enrichment,1,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,87.5,-2.184444444,113.5408333,0.33,1,0,5.0,GLL2013RFWA_FE,train
780,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,1,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,95.83333333,-2.184444444,113.5408333,0.33,1,0,7.0,GLL2013RFWA_FE,train
781,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,75.0,-2.184444444,113.5408333,0.33,0,0,7.0,GLL2013RFWA_FE,train
782,Indonesia,Central Kalimantan,F,forest_enrichment,0,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,79.16666667,-2.184444444,113.5408333,0.33,0,0,5.0,GLL2013RFWA_FE,train
783,Indonesia,Central Kalimantan,F,forest_enrichment,1,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,100.0,-2.184444444,113.5408333,0.69,1,0,7.0,GLL2013RFWA_FE,train
784,Indonesia,Central Kalimantan,F,forest_enrichment,1,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,100.0,-2.184444444,113.5408333,0.69,1,0,5.0,GLL2013RFWA_FE,train
785,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,81.25,-2.184444444,113.5408333,0.69,0,0,12.0,GLL2013RFWA_OCDisF,train
786,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,66.66666667,-2.184444444,113.5408333,0.69,1,0,7.0,GLL2013RFWA_OCDisF,train
787,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,83.33333333,-2.184444444,113.5408333,0.69,0,0,7.0,GLL2013RFWA_OCDisF,train
788,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,100.0,-2.184444444,113.5408333,0.69,0,0,5.0,GLL2013RFWA_OCDisF,train
789,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,80.95238095,-2.184444444,113.5408333,0.61,0,0,7.0,GLL2013RFWA_OCDisF,train
790,Indonesia,Central Kalimantan,F,open_degraded,1,0,0,0,0,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,90.47619048,-2.184444444,113.5408333,0.61,1,0,7.0,GLL2013RFWA_OCDisF,train
791,Indonesia,Central Kalimantan,F,open_degraded,1,0,0,0,0,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,100.0,-2.184444444,113.5408333,0.61,1,0,5.0,GLL2013RFWA_OCDisF,train
792,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,100.0,-2.184444444,113.5408333,0.61,1,0,7.0,GLL2013RFWA_OCDisF,train
793,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,100.0,-2.184444444,113.5408333,0.61,1,0,5.0,GLL2013RFWA_OCDisF,train
794,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,71.42857143,-2.184444444,113.5408333,0.61,0,0,7.0,GLL2013RFWA_OCDisF,train
795,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Combretocarpus rotundatus,Combretocarpus,rotundatus,Anisophylleaceae,85.71428571,-2.184444444,113.5408333,0.61,0,0,5.0,GLL2013RFWA_OCDisF,train
796,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,79.16666667,-2.184444444,113.5408333,0.33,0,0,7.0,GLL2013RFWA_OCDisF,train
797,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,100.0,-2.184444444,113.5408333,0.33,0,0,5.0,GLL2013RFWA_OCDisF,train
798,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,95.83333333,-2.184444444,113.5408333,0.69,0,0,7.0,GLL2013RFWA_OCDisF,train
799,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,76.25,-2.184444444,113.5408333,0.69,1,0,12.0,GLL2013RFWA_OCDisF,train
800,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,97.5,-2.184444444,113.5408333,0.69,1,0,5.0,GLL2013RFWA_OCDisF,train
801,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,95.91836735,-2.184444444,113.5408333,0.33,0,0,11.0,GLL2013RFWA_OCDisF,train
802,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,95.91836735,-2.184444444,113.5408333,0.33,0,0,5.0,GLL2013RFWA_OCDisF,train
803,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,88.0,-2.184444444,113.5408333,0.33,1,0,11.0,GLL2013RFWA_OCDisF,train
804,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,95.0,-2.184444444,113.5408333,0.33,1,0,11.0,GLL2013RFWA_OCDisF,train
805,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,95.0,-2.184444444,113.5408333,0.33,1,0,5.0,GLL2013RFWA_OCDisF,train
806,Indonesia,Central Kalimantan,F,open_degraded,1,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,70.83333333,-2.184444444,113.5408333,0.33,1,0,7.0,GLL2013RFWA_OCDisF,train
807,Indonesia,Central Kalimantan,F,open_degraded,1,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,100.0,-2.184444444,113.5408333,0.33,1,0,5.0,GLL2013RFWA_OCDisF,train
808,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,83.33333333,-2.184444444,113.5408333,0.33,1,0,7.0,GLL2013RFWA_OCDisF,train
809,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,1,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,100.0,-2.184444444,113.5408333,0.33,1,0,5.0,GLL2013RFWA_OCDisF,train
810,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,87.5,-2.184444444,113.5408333,0.33,0,0,7.0,GLL2013RFWA_OCDisF,train
811,Indonesia,Central Kalimantan,F,open_degraded,0,0,0,0,0,0,22500.0,3.0,Dyera polyphylla,Dyera,polyphylla,Apocynaceae,75.0,-2.184444444,113.5408333,0.33,0,0,5.0,GLL2013RFWA_OCDisF,train
812,Indonesia,Central Kalimantan,F,open_degraded,1,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,95.83333333,-2.184444444,113.5408333,0.69,1,0,7.0,GLL2013RFWA_OCDisF,train
813,Indonesia,Central Kalimantan,F,open_degraded,1,0,0,0,0,0,22500.0,3.0,Shorea balangeran,Shorea,balangeran,Dipterocarpaceae,100.0,-2.184444444,113.5408333,0.69,1,0,5.0,GLL2013RFWA_OCDisF,train
814,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Baccaurea angulata,Baccaurea,angulata,Phyllanthaceae,100.0,4.6,117.2,0.625769231,1,1,14.0,GM2016,train
815,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Baccaurea angulata,Baccaurea,angulata,Phyllanthaceae,70.0,4.6,117.2,0.625769231,1,1,135.0,GM2016,train
816,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Baccaurea angulata,Baccaurea,angulata,Phyllanthaceae,90.0,4.6,117.2,0.625769231,1,1,25.0,GM2016,train
817,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Baccaurea angulata,Baccaurea,angulata,Phyllanthaceae,85.0,4.6,117.2,0.625769231,1,1,41.0,GM2016,train
818,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Baccaurea angulata,Baccaurea,angulata,Phyllanthaceae,80.0,4.6,117.2,0.625769231,1,1,53.0,GM2016,train
819,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Baccaurea angulata,Baccaurea,angulata,Phyllanthaceae,80.0,4.6,117.2,0.625769231,1,1,108.0,GM2016,train
820,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Hopea ferruginea,Hopea,ferruginea,Dipterocarpaceae,85.0,4.6,117.2,0.58,1,1,14.0,GM2016,train
821,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Hopea ferruginea,Hopea,ferruginea,Dipterocarpaceae,45.0,4.6,117.2,0.58,1,1,135.0,GM2016,train
822,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Hopea ferruginea,Hopea,ferruginea,Dipterocarpaceae,60.0,4.6,117.2,0.58,1,1,25.0,GM2016,train
823,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Hopea ferruginea,Hopea,ferruginea,Dipterocarpaceae,65.0,4.6,117.2,0.58,1,1,41.0,GM2016,train
824,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Hopea ferruginea,Hopea,ferruginea,Dipterocarpaceae,45.0,4.6,117.2,0.58,1,1,53.0,GM2016,train
825,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Hopea ferruginea,Hopea,ferruginea,Dipterocarpaceae,50.0,4.6,117.2,0.58,1,1,108.0,GM2016,train
826,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Intsia palembanica,Intsia,palembanica,Fabaceae,66.66666667,4.6,117.2,0.658666667,1,1,14.0,GM2016,train
827,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Intsia palembanica,Intsia,palembanica,Fabaceae,11.11111111,4.6,117.2,0.658666667,1,1,135.0,GM2016,train
828,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Intsia palembanica,Intsia,palembanica,Fabaceae,38.88888889,4.6,117.2,0.658666667,1,1,25.0,GM2016,train
829,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Intsia palembanica,Intsia,palembanica,Fabaceae,27.77777778,4.6,117.2,0.658666667,1,1,41.0,GM2016,train
830,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Intsia palembanica,Intsia,palembanica,Fabaceae,22.22222222,4.6,117.2,0.658666667,1,1,53.0,GM2016,train
831,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Intsia palembanica,Intsia,palembanica,Fabaceae,11.11111111,4.6,117.2,0.658666667,1,1,108.0,GM2016,train
832,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Koompassia excelsa,Koompassia,excelsa,Fabaceae,90.90909091,4.6,117.2,0.685,1,1,14.0,GM2016,train
833,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Koompassia excelsa,Koompassia,excelsa,Fabaceae,72.72727273,4.6,117.2,0.685,1,1,135.0,GM2016,train
834,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Koompassia excelsa,Koompassia,excelsa,Fabaceae,90.90909091,4.6,117.2,0.685,1,1,25.0,GM2016,train
835,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Koompassia excelsa,Koompassia,excelsa,Fabaceae,95.45454545,4.6,117.2,0.685,1,1,41.0,GM2016,train
836,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Koompassia excelsa,Koompassia,excelsa,Fabaceae,81.81818182,4.6,117.2,0.685,1,1,53.0,GM2016,train
837,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Koompassia excelsa,Koompassia,excelsa,Fabaceae,72.72727273,4.6,117.2,0.685,1,1,108.0,GM2016,train
838,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Mangifera pajang,Mangifera,pajang,Anacardiaceae,100.0,4.6,117.2,0.49,1,1,14.0,GM2016,train
839,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Mangifera pajang,Mangifera,pajang,Anacardiaceae,75.0,4.6,117.2,0.49,1,1,135.0,GM2016,train
840,Malaysia,Sabah,LG,forest_enrichment,1,0,0,0,0,0,,34.0,Mangifera pajang,Mangifera,pajang,Anacardiaceae,95.0,4.6,117.2,0.49,1,1,25.0,GM2016,train
